"We acknowledge the authors, originating and submitting laboratories of the sequences from GISAIDÕs EpiFluª Database on which this research is based. The list is detailed below."							
All submitters of data may be contacted directly via the GISAID website www.gisaid.org							
Segment ID	Segment	Country	Collection date	Isolate name	Originating Lab	Submitting Lab	Authors
EPI1093716	PB2	United States	2017-Oct-01	A/California/83/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093717	PB1	United States	2017-Oct-01	A/California/83/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093712	NP	United States	2017-Oct-01	A/California/83/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093713	NS	United States	2017-Oct-01	A/California/83/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093714	MP	United States	2017-Oct-01	A/California/83/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093688	NP	United States	2017-Oct-02	A/California/85/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093689	NS	United States	2017-Oct-02	A/California/85/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093690	MP	United States	2017-Oct-02	A/California/85/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093691	PA	United States	2017-Oct-02	A/California/85/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093692	PB2	United States	2017-Oct-02	A/California/85/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093693	PB1	United States	2017-Oct-02	A/California/85/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093694	NA	United States	2017-Oct-02	A/California/85/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093695	HA	United States	2017-Oct-02	A/California/85/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093656	NP	United States	2017-Oct-05	A/California/88/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093657	NS	United States	2017-Oct-05	A/California/88/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093658	MP	United States	2017-Oct-05	A/California/88/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093659	PA	United States	2017-Oct-05	A/California/88/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093660	PB2	United States	2017-Oct-05	A/California/88/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093661	PB1	United States	2017-Oct-05	A/California/88/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093662	NA	United States	2017-Oct-05	A/California/88/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093663	HA	United States	2017-Oct-05	A/California/88/2017	California Department of Health Services	Centers for Disease Control and Prevention	
EPI1093632	NP	United States	2017-Sep-25	A/Arizona/52/2017	Arizona Department of Health Services	Centers for Disease Control and Prevention	
EPI1093633	NS	United States	2017-Sep-25	A/Arizona/52/2017	Arizona Department of Health Services	Centers for Disease Control and Prevention	
EPI1093634	MP	United States	2017-Sep-25	A/Arizona/52/2017	Arizona Department of Health Services	Centers for Disease Control and Prevention	
EPI1093635	PA	United States	2017-Sep-25	A/Arizona/52/2017	Arizona Department of Health Services	Centers for Disease Control and Prevention	
EPI1093636	PB2	United States	2017-Sep-25	A/Arizona/52/2017	Arizona Department of Health Services	Centers for Disease Control and Prevention	
EPI1093637	PB1	United States	2017-Sep-25	A/Arizona/52/2017	Arizona Department of Health Services	Centers for Disease Control and Prevention	
EPI1093638	NA	United States	2017-Sep-25	A/Arizona/52/2017	Arizona Department of Health Services	Centers for Disease Control and Prevention	
EPI1093639	HA	United States	2017-Sep-25	A/Arizona/52/2017	Arizona Department of Health Services	Centers for Disease Control and Prevention	
EPI1093611	PA	United States	2017-Oct-18	A/Montana/25/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093612	PB2	United States	2017-Oct-18	A/Montana/25/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093613	PB1	United States	2017-Oct-18	A/Montana/25/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093608	NP	United States	2017-Oct-18	A/Montana/25/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093609	NS	United States	2017-Oct-18	A/Montana/25/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093610	MP	United States	2017-Oct-18	A/Montana/25/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093614	NA	United States	2017-Oct-18	A/Montana/25/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093615	HA	United States	2017-Oct-18	A/Montana/25/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093592	NP	United States	2017-Oct-10	A/Montana/21/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093593	NS	United States	2017-Oct-10	A/Montana/21/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093594	MP	United States	2017-Oct-10	A/Montana/21/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093595	PA	United States	2017-Oct-10	A/Montana/21/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093596	PB2	United States	2017-Oct-10	A/Montana/21/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093597	PB1	United States	2017-Oct-10	A/Montana/21/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093598	NA	United States	2017-Oct-10	A/Montana/21/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093599	HA	United States	2017-Oct-10	A/Montana/21/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093587	PA	United States	2017-Oct-09	A/Montana/20/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093588	PB2	United States	2017-Oct-09	A/Montana/20/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093589	PB1	United States	2017-Oct-09	A/Montana/20/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093584	NP	United States	2017-Oct-09	A/Montana/20/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093585	NS	United States	2017-Oct-09	A/Montana/20/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093586	MP	United States	2017-Oct-09	A/Montana/20/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093590	NA	United States	2017-Oct-09	A/Montana/20/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093591	HA	United States	2017-Oct-09	A/Montana/20/2017	Montana Laboratory Services Bureau	Centers for Disease Control and Prevention	
EPI1093561	NP	United States	2017-Oct-05	A/New Jersey/32/2017	New Jersey Department of Health & Senior Services	Centers for Disease Control and Prevention	
EPI1093562	MP	United States	2017-Oct-05	A/New Jersey/32/2017	New Jersey Department of Health & Senior Services	Centers for Disease Control and Prevention	
EPI1093563	PA	United States	2017-Oct-05	A/New Jersey/32/2017	New Jersey Department of Health & Senior Services	Centers for Disease Control and Prevention	
EPI1093564	PB2	United States	2017-Oct-05	A/New Jersey/32/2017	New Jersey Department of Health & Senior Services	Centers for Disease Control and Prevention	
EPI1093565	PB1	United States	2017-Oct-05	A/New Jersey/32/2017	New Jersey Department of Health & Senior Services	Centers for Disease Control and Prevention	
EPI1093566	NA	United States	2017-Oct-05	A/New Jersey/32/2017	New Jersey Department of Health & Senior Services	Centers for Disease Control and Prevention	
EPI1093567	HA	United States	2017-Oct-05	A/New Jersey/32/2017	New Jersey Department of Health & Senior Services	Centers for Disease Control and Prevention	
EPI1093492	PA	United States	2017-Sep-06	A/Idaho/29/2017	State of Idaho Bureau of Laboratories	Centers for Disease Control and Prevention	
EPI1093493	PB2	United States	2017-Sep-06	A/Idaho/29/2017	State of Idaho Bureau of Laboratories	Centers for Disease Control and Prevention	
EPI1093494	PB1	United States	2017-Sep-06	A/Idaho/29/2017	State of Idaho Bureau of Laboratories	Centers for Disease Control and Prevention	
EPI1093489	NP	United States	2017-Sep-06	A/Idaho/29/2017	State of Idaho Bureau of Laboratories	Centers for Disease Control and Prevention	
EPI1093490	NS	United States	2017-Sep-06	A/Idaho/29/2017	State of Idaho Bureau of Laboratories	Centers for Disease Control and Prevention	
EPI1093491	MP	United States	2017-Sep-06	A/Idaho/29/2017	State of Idaho Bureau of Laboratories	Centers for Disease Control and Prevention	
EPI1093495	NA	United States	2017-Sep-06	A/Idaho/29/2017	State of Idaho Bureau of Laboratories	Centers for Disease Control and Prevention	
EPI1093496	HA	United States	2017-Sep-06	A/Idaho/29/2017	State of Idaho Bureau of Laboratories	Centers for Disease Control and Prevention	
EPI1093460	PA	United States	2017-Oct-07	A/Nevada/16/2017	Nevada State Health Laboratory	Centers for Disease Control and Prevention	
EPI1093461	PB2	United States	2017-Oct-07	A/Nevada/16/2017	Nevada State Health Laboratory	Centers for Disease Control and Prevention	
EPI1093462	PB1	United States	2017-Oct-07	A/Nevada/16/2017	Nevada State Health Laboratory	Centers for Disease Control and Prevention	
EPI1093457	NP	United States	2017-Oct-07	A/Nevada/16/2017	Nevada State Health Laboratory	Centers for Disease Control and Prevention	
EPI1093458	NS	United States	2017-Oct-07	A/Nevada/16/2017	Nevada State Health Laboratory	Centers for Disease Control and Prevention	
EPI1093459	MP	United States	2017-Oct-07	A/Nevada/16/2017	Nevada State Health Laboratory	Centers for Disease Control and Prevention	
EPI1093463	NA	United States	2017-Oct-07	A/Nevada/16/2017	Nevada State Health Laboratory	Centers for Disease Control and Prevention	
EPI1093464	HA	United States	2017-Oct-07	A/Nevada/16/2017	Nevada State Health Laboratory	Centers for Disease Control and Prevention	
EPI1093420	PA	United States	2017-Aug-17	A/Washington/298/2017	Washington State Public Health Laboratory	Centers for Disease Control and Prevention	
EPI1093421	PB2	United States	2017-Aug-17	A/Washington/298/2017	Washington State Public Health Laboratory	Centers for Disease Control and Prevention	
EPI1093422	PB1	United States	2017-Aug-17	A/Washington/298/2017	Washington State Public Health Laboratory	Centers for Disease Control and Prevention	
EPI1093417	NP	United States	2017-Aug-17	A/Washington/298/2017	Washington State Public Health Laboratory	Centers for Disease Control and Prevention	
EPI1093418	NS	United States	2017-Aug-17	A/Washington/298/2017	Washington State Public Health Laboratory	Centers for Disease Control and Prevention	
EPI1093419	MP	United States	2017-Aug-17	A/Washington/298/2017	Washington State Public Health Laboratory	Centers for Disease Control and Prevention	
EPI1093423	NA	United States	2017-Aug-17	A/Washington/298/2017	Washington State Public Health Laboratory	Centers for Disease Control and Prevention	
EPI1093424	HA	United States	2017-Aug-17	A/Washington/298/2017	Washington State Public Health Laboratory	Centers for Disease Control and Prevention	
EPI1093401	NP	United States	2017-Oct-18	A/South Carolina/17/2017	South Carolina Department of Health	Centers for Disease Control and Prevention	
EPI1093402	NS	United States	2017-Oct-18	A/South Carolina/17/2017	South Carolina Department of Health	Centers for Disease Control and Prevention	
EPI1093403	MP	United States	2017-Oct-18	A/South Carolina/17/2017	South Carolina Department of Health	Centers for Disease Control and Prevention	
EPI1093407	NA	United States	2017-Oct-18	A/South Carolina/17/2017	South Carolina Department of Health	Centers for Disease Control and Prevention	
EPI1093408	HA	United States	2017-Oct-18	A/South Carolina/17/2017	South Carolina Department of Health	Centers for Disease Control and Prevention	
EPI1093404	PA	United States	2017-Oct-18	A/South Carolina/17/2017	South Carolina Department of Health	Centers for Disease Control and Prevention	
EPI1093405	PB2	United States	2017-Oct-18	A/South Carolina/17/2017	South Carolina Department of Health	Centers for Disease Control and Prevention	
EPI1093406	PB1	United States	2017-Oct-18	A/South Carolina/17/2017	South Carolina Department of Health	Centers for Disease Control and Prevention	
EPI1093393	NP	United States	2017-Oct-13	A/New York/35/2017	New York State Department of Health	Centers for Disease Control and Prevention	
EPI1093394	NS	United States	2017-Oct-13	A/New York/35/2017	New York State Department of Health	Centers for Disease Control and Prevention	
EPI1093395	MP	United States	2017-Oct-13	A/New York/35/2017	New York State Department of Health	Centers for Disease Control and Prevention	
EPI1093396	PA	United States	2017-Oct-13	A/New York/35/2017	New York State Department of Health	Centers for Disease Control and Prevention	
EPI1093397	PB2	United States	2017-Oct-13	A/New York/35/2017	New York State Department of Health	Centers for Disease Control and Prevention	
EPI1093398	PB1	United States	2017-Oct-13	A/New York/35/2017	New York State Department of Health	Centers for Disease Control and Prevention	
EPI1093399	NA	United States	2017-Oct-13	A/New York/35/2017	New York State Department of Health	Centers for Disease Control and Prevention	
EPI1093400	HA	United States	2017-Oct-13	A/New York/35/2017	New York State Department of Health	Centers for Disease Control and Prevention	
EPI1091507	PB2	United States	2017-Sep-16	A/Washington/297/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091508	PB1	United States	2017-Sep-16	A/Washington/297/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091509	PA	United States	2017-Sep-16	A/Washington/297/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091510	HA	United States	2017-Sep-16	A/Washington/297/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091511	NP	United States	2017-Sep-16	A/Washington/297/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091512	NA	United States	2017-Sep-16	A/Washington/297/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091513	MP	United States	2017-Sep-16	A/Washington/297/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091514	NS	United States	2017-Sep-16	A/Washington/297/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091499	PB2	United States	2017-Aug-22	A/Hawaii/45/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091500	PB1	United States	2017-Aug-22	A/Hawaii/45/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091501	PA	United States	2017-Aug-22	A/Hawaii/45/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091502	HA	United States	2017-Aug-22	A/Hawaii/45/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091503	NP	United States	2017-Aug-22	A/Hawaii/45/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091504	NA	United States	2017-Aug-22	A/Hawaii/45/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091505	MP	United States	2017-Aug-22	A/Hawaii/45/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091506	NS	United States	2017-Aug-22	A/Hawaii/45/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091491	PB2	United States	2017-Aug-13	A/Hawaii/44/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091492	PB1	United States	2017-Aug-13	A/Hawaii/44/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091493	PA	United States	2017-Aug-13	A/Hawaii/44/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091494	HA	United States	2017-Aug-13	A/Hawaii/44/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091495	NP	United States	2017-Aug-13	A/Hawaii/44/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091496	NA	United States	2017-Aug-13	A/Hawaii/44/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091497	MP	United States	2017-Aug-13	A/Hawaii/44/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091498	NS	United States	2017-Aug-13	A/Hawaii/44/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091461	PA	United States	2017-Aug-07	A/Colorado/12/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091462	HA	United States	2017-Aug-07	A/Colorado/12/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091463	NP	United States	2017-Aug-07	A/Colorado/12/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091464	NA	United States	2017-Aug-07	A/Colorado/12/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091465	MP	United States	2017-Aug-07	A/Colorado/12/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091466	NS	United States	2017-Aug-07	A/Colorado/12/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091459	PB2	United States	2017-Aug-07	A/Colorado/12/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091460	PB1	United States	2017-Aug-07	A/Colorado/12/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091451	PB2	United States	2017-Sep-01	A/Colorado/14/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091452	PB1	United States	2017-Sep-01	A/Colorado/14/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091453	PA	United States	2017-Sep-01	A/Colorado/14/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091454	HA	United States	2017-Sep-01	A/Colorado/14/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091455	NP	United States	2017-Sep-01	A/Colorado/14/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091456	NA	United States	2017-Sep-01	A/Colorado/14/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091457	MP	United States	2017-Sep-01	A/Colorado/14/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091458	NS	United States	2017-Sep-01	A/Colorado/14/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091443	PB2	United States	2017-Sep-06	A/Colorado/15/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091444	PB1	United States	2017-Sep-06	A/Colorado/15/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091445	PA	United States	2017-Sep-06	A/Colorado/15/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091446	HA	United States	2017-Sep-06	A/Colorado/15/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091447	NP	United States	2017-Sep-06	A/Colorado/15/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091448	NA	United States	2017-Sep-06	A/Colorado/15/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091449	MP	United States	2017-Sep-06	A/Colorado/15/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091450	NS	United States	2017-Sep-06	A/Colorado/15/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091435	PB2	United States	2017-Sep-09	A/Connecticut/30/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091436	PB1	United States	2017-Sep-09	A/Connecticut/30/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091437	PA	United States	2017-Sep-09	A/Connecticut/30/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091438	HA	United States	2017-Sep-09	A/Connecticut/30/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091439	NP	United States	2017-Sep-09	A/Connecticut/30/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091440	NA	United States	2017-Sep-09	A/Connecticut/30/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091441	MP	United States	2017-Sep-09	A/Connecticut/30/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091442	NS	United States	2017-Sep-09	A/Connecticut/30/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091427	PB2	United States	2017-Aug-30	A/Connecticut/29/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091428	PB1	United States	2017-Aug-30	A/Connecticut/29/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091429	PA	United States	2017-Aug-30	A/Connecticut/29/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091430	HA	United States	2017-Aug-30	A/Connecticut/29/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091431	NP	United States	2017-Aug-30	A/Connecticut/29/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091432	NA	United States	2017-Aug-30	A/Connecticut/29/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091433	MP	United States	2017-Aug-30	A/Connecticut/29/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091434	NS	United States	2017-Aug-30	A/Connecticut/29/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091387	PB2	United States	2017-Aug-01	A/California/76/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091388	PB1	United States	2017-Aug-01	A/California/76/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091389	PA	United States	2017-Aug-01	A/California/76/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091390	HA	United States	2017-Aug-01	A/California/76/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091391	NP	United States	2017-Aug-01	A/California/76/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091392	NA	United States	2017-Aug-01	A/California/76/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091393	MP	United States	2017-Aug-01	A/California/76/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091394	NS	United States	2017-Aug-01	A/California/76/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091379	PB2	United States	2017-Sep-16	A/Michigan/288/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091380	PB1	United States	2017-Sep-16	A/Michigan/288/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091381	PA	United States	2017-Sep-16	A/Michigan/288/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091382	HA	United States	2017-Sep-16	A/Michigan/288/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091383	NP	United States	2017-Sep-16	A/Michigan/288/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091384	NA	United States	2017-Sep-16	A/Michigan/288/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091385	MP	United States	2017-Sep-16	A/Michigan/288/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091386	NS	United States	2017-Sep-16	A/Michigan/288/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091339	PB2	United States	2017-Sep-03	A/Mississippi/21/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091340	PB1	United States	2017-Sep-03	A/Mississippi/21/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091341	PA	United States	2017-Sep-03	A/Mississippi/21/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091342	HA	United States	2017-Sep-03	A/Mississippi/21/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1091343	NP	United States	2017-Sep-03	A/Mississippi/21/2017		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
